Respondent_ID,Gender,Age_Group,Political_Party,Education_Level,Race_Ethnicity,Economic_View,Unity_View,Financial_Status,Registered_Voter,Voted_in_2024
9241,A woman,30-49,Democrat,H.S. graduate or less,Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,No,No
11259,A man,50-64,Republican,Some College,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
10106,A man,50-64,Democrat,Some College,Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
3378,A woman,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
2917,A woman,18-29,Democrat,H.S. graduate or less,Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
10519,A woman,50-64,Democrat,H.S. graduate or less,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
2311,A man,65+,Democrat,College graduate+,Asian non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
8668,A woman,30-49,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
15987,A man,30-49,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
5361,A woman,65+,Refused/Web blank,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Refused/Web blank
15964,A man,65+,Republican,Some College,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
3469,A woman,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
3729,A woman,30-49,Republican,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
6855,A man,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
5856,A woman,65+,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
375,A man,65+,Democrat,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
17911,A man,65+,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
17419,A woman,30-49,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
15911,A woman,18-29,Democrat,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
101,A man,30-49,Republican,College graduate+,Refused,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
15920,A man,50-64,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
16745,A woman,65+,Democrat,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Not sure,No
13782,A man,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
3880,A woman,50-64,Republican,Some College,Hispanic,Good,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
5706,A man,30-49,Independent,College graduate+,White non-Hispanic,Excellent,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
3558,A woman,18-29,Democrat,Some College,Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
1795,A man,30-49,Something else,College graduate+,Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
11076,A man,50-64,Republican,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
2956,A man,30-49,Democrat,College graduate+,Asian non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
8037,A man,50-64,Independent,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
18162,A man,18-29,Refused/Web blank,Refused,Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
8004,A woman,30-49,Republican,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
6100,A man,50-64,Independent,Some College,White non-Hispanic,Poor,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
2624,A woman,30-49,Independent,H.S. graduate or less,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,No
3535,A man,65+,Independent,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
973,A woman,65+,Independent,College graduate+,Other,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
6486,A woman,30-49,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
5756,A man,50-64,Independent,Some College,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
6244,A woman,30-49,Independent,College graduate+,Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
12868,A woman,50-64,Independent,College graduate+,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
3704,A woman,50-64,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
6379,A man,65+,Republican,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
12869,A man,50-64,Something else,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
17953,In some other way,30-49,Republican,College graduate+,Refused,Good,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
5992,A man,65+,Independent,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,No
18000,A man,65+,Independent,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
13555,A woman,65+,Republican,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
16223,A woman,65+,Independent,College graduate+,White non-Hispanic,Good,Refused/Web blank,Live comfortably,Yes,Yes
16350,A woman,50-64,Republican,College graduate+,Hispanic,Only fair,Americans are united when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
1921,A woman,65+,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
13149,A woman,50-64,Republican,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
